track_id,track_name,artist_name,album_name,popularity,genero_etiqueta,origen_plataforma,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,num_secciones,num_compases,num_tiempos_beats,densidad_tatum,youtube_vistas,youtube_likes,youtube_engagement_rate
sc_990644751567446309,Bachata Dominicana Clasica - Dj Club Mix Vol 5,DJ Bachata Master,SoundCloud Release / Bootleg,77,Bachata,SoundCloud,0.804,0.597,8,-3.997,1,0.08,0.09,0.01509,0.122,0.785,129.2,358588,9,193,772,1.99,635907,20646,3.25
sc_990644751567446310,Bachata Dominicana Clasica - Dj Club Mix Vol 6,DJ Bachata Master,SoundCloud Release / Bootleg,72,Bachata,SoundCloud,0.729,0.67,5,-3.22,0,0.081,0.055,0.00348,0.226,0.692,123.4,324494,9,166,667,1.62,450230491,11740548,2.61
sc_990644751567446311,Bachata Dominicana Clasica - Dj Club Mix Vol 7,DJ Bachata Master,SoundCloud Release / Bootleg,74,Bachata,SoundCloud,0.756,0.696,5,-4.329,0,0.066,0.117,0.03307,0.265,0.765,125.5,309958,7,162,648,1.96,15169983,577620,3.81
sc_990644751567446312,Bachata Dominicana Clasica - Dj Club Mix Vol 8,DJ Bachata Master,SoundCloud Release / Bootleg,77,Bachata,SoundCloud,0.794,0.581,11,-3.535,1,0.075,0.145,0.00076,0.219,0.749,125.2,323411,6,168,674,1.87,450413258,7743780,1.72
sc_990644751567446313,Bachata Dominicana Clasica - Dj Club Mix Vol 9,DJ Bachata Master,SoundCloud Release / Bootleg,80,Bachata,SoundCloud,0.728,0.576,2,-4.154,0,0.069,0.147,0.03911,0.277,0.889,129.7,228381,9,123,493,1.84,450399344,11178250,2.48
sc_990644751567446314,Bachata Dominicana Clasica - Dj Club Mix Vol 10,DJ Bachata Master,SoundCloud Release / Bootleg,78,Bachata,SoundCloud,0.818,0.704,1,-4.066,1,0.06,0.081,0.01014,0.317,0.706,128.0,271703,9,144,579,1.66,928179,23058,2.48
sc_3514824663344187009,Bachata Remix 2026 - Dj Club Mix Vol 1,DJ Bachata Master,SoundCloud Release / Bootleg,76,Bachata,SoundCloud,0.822,0.77,6,-3.155,1,0.058,0.178,0.00836,0.21,0.798,121.3,300811,8,152,608,1.87,15390914,482634,3.14
sc_3514824663344187010,Bachata Remix 2026 - Dj Club Mix Vol 2,DJ Bachata Master,SoundCloud Release / Bootleg,76,Bachata,SoundCloud,0.851,0.779,5,-4.599,1,0.074,0.177,0.03763,0.253,0.726,121.8,243691,7,123,494,1.66,120366117,3924966,3.26
sc_3514824663344187011,Bachata Remix 2026 - Dj Club Mix Vol 3,DJ Bachata Master,SoundCloud Release / Bootleg,63,Bachata,SoundCloud,0.835,0.62,10,-2.674,0,0.057,0.221,0.02164,0.321,0.751,120.4,307520,7,154,617,1.97,621773,17790,2.86
sc_3514824663344187012,Bachata Remix 2026 - Dj Club Mix Vol 4,DJ Bachata Master,SoundCloud Release / Bootleg,80,Bachata,SoundCloud,0.761,0.722,0,-3.598,0,0.077,0.057,0.0274,0.255,0.848,123.2,322570,6,165,662,1.68,119998919,3487777,2.91
sc_3514824663344187013,Bachata Remix 2026 - Dj Club Mix Vol 5,DJ Bachata Master,SoundCloud Release / Bootleg,81,Bachata,SoundCloud,0.778,0.625,5,-3.982,0,0.063,0.132,0.0015,0.322,0.635,123.6,293733,9,151,605,2.22,450292958,11564803,2.57
sc_3514824663344187014,Bachata Remix 2026 - Dj Club Mix Vol 6,DJ Bachata Master,SoundCloud Release / Bootleg,78,Bachata,SoundCloud,0.783,0.739,1,-2.863,1,0.073,0.203,0.02344,0.222,0.721,124.6,356065,8,184,739,1.99,450149692,7524451,1.67
sc_3514824663344187015,Bachata Remix 2026 - Dj Club Mix Vol 7,DJ Bachata Master,SoundCloud Release / Bootleg,79,Bachata,SoundCloud,0.874,0.646,4,-5.406,1,0.059,0.066,0.0344,0.314,0.745,118.8,283716,8,140,561,1.98,450048787,15058600,3.35
sc_3514824663344187016,Bachata Remix 2026 - Dj Club Mix Vol 8,DJ Bachata Master,SoundCloud Release / Bootleg,71,Bachata,SoundCloud,0.806,0.688,0,-4.347,0,0.092,0.221,0.04681,0.289,0.693,124.3,303702,6,157,629,2.26,699829,24142,3.45
sc_3514824663344187017,Bachata Remix 2026 - Dj Club Mix Vol 9,DJ Bachata Master,SoundCloud Release / Bootleg,77,Bachata,SoundCloud,0.832,0.736,1,-3.286,0,0.088,0.12,0.00032,0.131,0.734,125.0,347288,8,180,723,1.71,450261659,11524365,2.56
sc_3514824663344187018,Bachata Remix 2026 - Dj Club Mix Vol 10,DJ Bachata Master,SoundCloud Release / Bootleg,79,Bachata,SoundCloud,0.878,0.684,10,-4.613,1,0.108,0.076,0.02505,0.167,0.686,123.6,330116,7,170,680,1.88,15439431,603294,3.91
sc_6887939241144736010,Salsa Dura Brava - Dj Club Mix Vol 1,DJ Salsa Master,SoundCloud Release / Bootleg,80,Salsa,SoundCloud,0.746,0.826,0,-5.392,1,0.056,0.032,0.01511,0.273,0.699,190.4,216118,9,171,685,2.48,8428607,172723,2.05
sc_6887939241144736011,Salsa Dura Brava - Dj Club Mix Vol 2,DJ Salsa Master,SoundCloud Release / Bootleg,69,Salsa,SoundCloud,0.844,0.801,6,-4.374,0,0.109,0.195,0.04852,0.295,0.723,184.3,329584,8,253,1012,2.57,434836,17408,4.0
sc_6887939241144736012,Salsa Dura Brava - Dj Club Mix Vol 3,DJ Salsa Master,SoundCloud Release / Bootleg,80,Salsa,SoundCloud,0.772,0.917,3,-4.622,1,0.081,0.059,0.01493,0.185,0.705,186.1,209349,8,162,649,2.61,85018007,2048908,2.41
sc_6887939241144736013,Salsa Dura Brava - Dj Club Mix Vol 4,DJ Salsa Master,SoundCloud Release / Bootleg,69,Salsa,SoundCloud,0.766,0.908,3,-3.227,0,0.061,0.161,0.03264,0.209,0.731,198.4,317967,11,262,1051,2.76,8148464,128373,1.58
sc_6887939241144736014,Salsa Dura Brava - Dj Club Mix Vol 5,DJ Salsa Master,SoundCloud Release / Bootleg,71,Salsa,SoundCloud,0.831,0.814,7,-3.015,0,0.074,0.211,0.00144,0.185,0.828,183.3,269637,12,205,823,2.88,85182222,3535645,4.15
sc_6887939241144736015,Salsa Dura Brava - Dj Club Mix Vol 6,DJ Salsa Master,SoundCloud Release / Bootleg,79,Salsa,SoundCloud,0.828,0.825,0,-3.992,0,0.066,0.205,0.03987,0.273,0.678,198.7,246624,10,204,816,2.47,300063697,6643578,2.21
sc_6887939241144736016,Salsa Dura Brava - Dj Club Mix Vol 7,DJ Salsa Master,SoundCloud Release / Bootleg,78,Salsa,SoundCloud,0.787,0.793,9,-5.185,1,0.053,0.061,0.0425,0.204,0.722,171.4,233509,11,166,667,2.73,300442489,6189593,2.06
sc_6887939241144736017,Salsa Dura Brava - Dj Club Mix Vol 8,DJ Salsa Master,SoundCloud Release / Bootleg,77,Salsa,SoundCloud,0.784,0.785,9,-4.916,1,0.099,0.107,0.01105,0.297,0.712,197.7,271147,9,223,893,2.7,300170532,8984077,2.99
sc_6887939241144736018,Salsa Dura Brava - Dj Club Mix Vol 9,DJ Salsa Master,SoundCloud Release / Bootleg,61,Salsa,SoundCloud,0.803,0.929,3,-3.574,0,0.105,0.09,0.03377,0.332,0.622,197.4,233398,9,191,767,2.85,85025401,3034215,3.57
sc_6887939241144736019,Salsa Dura Brava - Dj Club Mix Vol 10,DJ Salsa Master,SoundCloud Release / Bootleg,66,Salsa,SoundCloud,0.792,0.89,0,-3.428,1,0.05,0.141,0.0009,0.305,0.888,180.4,331941,11,249,998,2.63,8254360,361418,4.38
sc_2906495289258741225,Salsa Romantica Mix - Dj Club Mix Vol 1,DJ Salsa Master,SoundCloud Release / Bootleg,79,Salsa,SoundCloud,0.855,0.892,1,-4.548,0,0.069,0.19,0.04982,0.193,0.644,183.4,301705,8,230,922,2.43,429353,8230,1.92
sc_2906495289258741226,Salsa Romantica Mix - Dj Club Mix Vol 2,DJ Salsa Master,SoundCloud Release / Bootleg,73,Salsa,SoundCloud,0.742,0.886,3,-2.8,0,0.099,0.083,0.02423,0.243,0.906,185.9,244334,11,189,757,2.59,300248764,10433989,3.48
sc_2906495289258741227,Salsa Romantica Mix - Dj Club Mix Vol 3,DJ Salsa Master,SoundCloud Release / Bootleg,68,Salsa,SoundCloud,0.777,0.881,10,-4.461,0,0.111,0.237,0.03211,0.261,0.673,187.0,326085,10,254,1016,2.62,300070843,9308211,3.1
sc_2906495289258741228,Salsa Romantica Mix - Dj Club Mix Vol 4,DJ Salsa Master,SoundCloud Release / Bootleg,80,Salsa,SoundCloud,0.783,0.93,9,-3.227,1,0.071,0.097,0.01186,0.241,0.702,196.8,282261,9,231,925,2.73,502918,21256,4.23
sc_2906495289258741229,Salsa Romantica Mix - Dj Club Mix Vol 5,DJ Salsa Master,SoundCloud Release / Bootleg,78,Salsa,SoundCloud,0.757,0.8,11,-3.745,1,0.115,0.114,0.03684,0.349,0.893,170.1,278214,9,197,788,2.64,8475256,183913,2.17
sc_2906495289258741230,Salsa Romantica Mix - Dj Club Mix Vol 6,DJ Salsa Master,SoundCloud Release / Bootleg,75,Salsa,SoundCloud,0.86,0.837,0,-5.207,0,0.102,0.165,0.02366,0.245,0.738,186.2,340468,11,264,1056,2.79,8441045,162875,1.93
sc_2906495289258741231,Salsa Romantica Mix - Dj Club Mix Vol 7,DJ Salsa Master,SoundCloud Release / Bootleg,80,Salsa,SoundCloud,0.744,0.932,3,-4.174,0,0.085,0.121,0.01406,0.2,0.917,196.1,208564,9,170,681,2.64,8258205,274201,3.32
sc_2906495289258741232,Salsa Romantica Mix - Dj Club Mix Vol 8,DJ Salsa Master,SoundCloud Release / Bootleg,77,Salsa,SoundCloud,0.819,0.936,3,-4.962,0,0.065,0.037,0.01625,0.335,0.902,172.9,209425,10,150,603,3.0,85318531,2504917,2.94
sc_2906495289258741233,Salsa Romantica Mix - Dj Club Mix Vol 9,DJ Salsa Master,SoundCloud Release / Bootleg,78,Salsa,SoundCloud,0.816,0.79,6,-2.82,1,0.056,0.129,0.02205,0.296,0.604,193.8,324190,9,261,1047,2.98,85270145,3347456,3.93
sc_2906495289258741234,Salsa Romantica Mix - Dj Club Mix Vol 10,DJ Salsa Master,SoundCloud Release / Bootleg,78,Salsa,SoundCloud,0.759,0.839,8,-4.871,0,0.098,0.137,0.00633,0.139,0.728,204.5,246063,9,209,838,2.68,300272405,12530562,4.17
sc_7427056789516313295,Salsa Baul Remix - Dj Club Mix Vol 1,DJ Salsa Master,SoundCloud Release / Bootleg,80,Salsa,SoundCloud,0.746,0.826,0,-5.392,1,0.056,0.032,0.01511,0.273,0.699,190.4,216118,9,171,685,2.96,84971377,3006873,3.54
sc_7427056789516313296,Salsa Baul Remix - Dj Club Mix Vol 2,DJ Salsa Master,SoundCloud Release / Bootleg,69,Salsa,SoundCloud,0.844,0.801,6,-4.374,0,0.109,0.195,0.04852,0.295,0.723,184.3,329584,12,253,1012,2.7,278347,6702,2.41
sc_7427056789516313297,Salsa Baul Remix - Dj Club Mix Vol 3,DJ Salsa Master,SoundCloud Release / Bootleg,80,Salsa,SoundCloud,0.772,0.917,3,-4.622,1,0.081,0.059,0.01493,0.185,0.705,186.1,209349,12,162,649,2.6,299996161,6368793,2.12
sc_7427056789516313298,Salsa Baul Remix - Dj Club Mix Vol 4,DJ Salsa Master,SoundCloud Release / Bootleg,69,Salsa,SoundCloud,0.766,0.908,3,-3.227,0,0.061,0.161,0.03264,0.209,0.731,198.4,317967,10,262,1051,2.76,8115120,322821,3.98
sc_7427056789516313299,Salsa Baul Remix - Dj Club Mix Vol 5,DJ Salsa Master,SoundCloud Release / Bootleg,71,Salsa,SoundCloud,0.831,0.814,7,-3.015,0,0.074,0.211,0.00144,0.185,0.828,183.3,269637,9,205,823,2.68,85445108,1451534,1.7
sc_7427056789516313300,Salsa Baul Remix - Dj Club Mix Vol 6,DJ Salsa Master,SoundCloud Release / Bootleg,79,Salsa,SoundCloud,0.828,0.825,0,-3.992,0,0.066,0.205,0.03987,0.273,0.678,198.7,246624,12,204,816,2.68,8057087,332318,4.12
sc_7427056789516313301,Salsa Baul Remix - Dj Club Mix Vol 7,DJ Salsa Master,SoundCloud Release / Bootleg,78,Salsa,SoundCloud,0.787,0.793,9,-5.185,1,0.053,0.061,0.0425,0.204,0.722,171.4,233509,11,166,667,2.7,84992995,2921915,3.44
sc_7427056789516313302,Salsa Baul Remix - Dj Club Mix Vol 8,DJ Salsa Master,SoundCloud Release / Bootleg,77,Salsa,SoundCloud,0.784,0.785,9,-4.916,1,0.099,0.107,0.01105,0.297,0.712,197.7,271147,8,223,893,2.51,594286,13592,2.29
sc_7427056789516313303,Salsa Baul Remix - Dj Club Mix Vol 9,DJ Salsa Master,SoundCloud Release / Bootleg,61,Salsa,SoundCloud,0.803,0.929,3,-3.574,0,0.105,0.09,0.03377,0.332,0.622,197.4,233398,10,191,767,2.87,85356067,2867041,3.36
sc_7427056789516313304,Salsa Baul Remix - Dj Club Mix Vol 10,DJ Salsa Master,SoundCloud Release / Bootleg,66,Salsa,SoundCloud,0.792,0.89,0,-3.428,1,0.05,0.141,0.0009,0.305,0.888,180.4,331941,9,249,998,2.63,8489929,302598,3.56
sc_8948640213164015441,Technobanda Mix - Dj Club Mix Vol 1,DJ Technobanda Master,SoundCloud Release / Bootleg,78,Quebradita,SoundCloud,0.762,0.979,10,-3.052,1,0.091,0.239,0.03364,0.129,0.869,258.6,336336,10,362,1449,3.57,60253352,1387078,2.3
sc_8948640213164015442,Technobanda Mix - Dj Club Mix Vol 2,DJ Technobanda Master,SoundCloud Release / Bootleg,73,Quebradita,SoundCloud,0.799,0.965,2,-5.15,1,0.086,0.129,0.0136,0.182,0.916,262.5,259371,13,283,1134,3.75,60003498,1117129,1.86
sc_8948640213164015443,Technobanda Mix - Dj Club Mix Vol 3,DJ Technobanda Master,SoundCloud Release / Bootleg,80,Quebradita,SoundCloud,0.749,0.949,1,-4.633,0,0.094,0.17,0.01344,0.135,0.847,246.8,206034,9,211,847,3.3,60331024,984563,1.63
sc_8948640213164015444,Technobanda Mix - Dj Club Mix Vol 4,DJ Technobanda Master,SoundCloud Release / Bootleg,80,Quebradita,SoundCloud,0.751,0.909,3,-3.619,1,0.044,0.175,0.00099,0.303,0.829,240.3,311987,9,312,1249,3.8,360095,8811,2.45
sc_8948640213164015445,Technobanda Mix - Dj Club Mix Vol 5,DJ Technobanda Master,SoundCloud Release / Bootleg,63,Quebradita,SoundCloud,0.796,0.897,2,-4.384,0,0.102,0.205,0.0393,0.256,0.813,252.6,257085,9,270,1082,3.5,15399320,194609,1.26
sc_8948640213164015446,Technobanda Mix - Dj Club Mix Vol 6,DJ Technobanda Master,SoundCloud Release / Bootleg,64,Quebradita,SoundCloud,0.752,0.935,9,-2.959,1,0.09,0.199,0.02297,0.207,0.693,249.5,315465,11,327,1311,3.24,60355082,1551263,2.57
sc_8948640213164015447,Technobanda Mix - Dj Club Mix Vol 7,DJ Technobanda Master,SoundCloud Release / Bootleg,79,Quebradita,SoundCloud,0.812,0.978,10,-3.351,0,0.096,0.141,0.03297,0.182,0.794,231.7,221605,13,213,855,3.61,15438952,510408,3.31
sc_8948640213164015448,Technobanda Mix - Dj Club Mix Vol 8,DJ Technobanda Master,SoundCloud Release / Bootleg,73,Quebradita,SoundCloud,0.77,0.932,9,-4.503,0,0.066,0.193,0.04949,0.259,0.847,260.8,302586,9,328,1315,3.2,60277918,1176712,1.95
sc_8948640213164015449,Technobanda Mix - Dj Club Mix Vol 9,DJ Technobanda Master,SoundCloud Release / Bootleg,65,Quebradita,SoundCloud,0.685,0.893,2,-3.159,0,0.114,0.154,0.03866,0.217,0.864,243.5,358381,10,363,1454,3.78,15335745,514559,3.36
sc_8948640213164015450,Technobanda Mix - Dj Club Mix Vol 10,DJ Technobanda Master,SoundCloud Release / Bootleg,71,Quebradita,SoundCloud,0.817,0.956,8,-4.379,1,0.071,0.204,0.00262,0.146,0.781,232.8,210197,12,203,815,3.64,59983761,957482,1.6
sc_565774035305177256,Zapateado Quebradita - Dj Club Mix Vol 1,DJ Zapateado Master,SoundCloud Release / Bootleg,63,Quebradita,SoundCloud,0.802,0.944,6,-4.942,0,0.052,0.08,0.03105,0.16,0.687,256.6,347203,12,371,1484,3.64,60169317,1974964,3.28
sc_565774035305177257,Zapateado Quebradita - Dj Club Mix Vol 2,DJ Zapateado Master,SoundCloud Release / Bootleg,75,Quebradita,SoundCloud,0.696,0.929,3,-5.014,1,0.093,0.103,0.01529,0.329,0.682,238.1,239740,11,237,951,3.33,258621,3193,1.23
sc_565774035305177258,Zapateado Quebradita - Dj Club Mix Vol 3,DJ Zapateado Master,SoundCloud Release / Bootleg,81,Quebradita,SoundCloud,0.734,0.99,11,-2.951,0,0.043,0.186,0.02105,0.22,0.69,261.5,260400,12,283,1134,3.79,15417245,492481,3.19
sc_565774035305177259,Zapateado Quebradita - Dj Club Mix Vol 4,DJ Zapateado Master,SoundCloud Release / Bootleg,79,Quebradita,SoundCloud,0.75,0.959,4,-2.81,1,0.106,0.209,0.00386,0.268,0.699,248.3,300878,9,311,1245,3.72,2391533,51541,2.16
sc_565774035305177260,Zapateado Quebradita - Dj Club Mix Vol 5,DJ Zapateado Master,SoundCloud Release / Bootleg,80,Quebradita,SoundCloud,0.786,0.953,3,-3.963,1,0.118,0.173,0.04298,0.253,0.639,256.3,293883,9,313,1255,3.54,200848,4115,2.05
sc_565774035305177261,Zapateado Quebradita - Dj Club Mix Vol 6,DJ Zapateado Master,SoundCloud Release / Bootleg,80,Quebradita,SoundCloud,0.772,0.946,8,-5.433,0,0.072,0.21,0.03563,0.143,0.869,245.4,315271,12,322,1289,3.59,60244290,1040398,1.73
sc_565774035305177262,Zapateado Quebradita - Dj Club Mix Vol 7,DJ Zapateado Master,SoundCloud Release / Bootleg,54,Quebradita,SoundCloud,0.773,0.952,3,-5.441,0,0.057,0.156,0.00818,0.312,0.848,235.9,314052,12,308,1234,3.73,15077447,358003,2.37
sc_565774035305177263,Zapateado Quebradita - Dj Club Mix Vol 8,DJ Zapateado Master,SoundCloud Release / Bootleg,78,Quebradita,SoundCloud,0.717,0.914,0,-4.855,0,0.065,0.033,0.01397,0.331,0.808,238.9,273474,10,272,1088,3.48,2350980,59819,2.54
sc_565774035305177264,Zapateado Quebradita - Dj Club Mix Vol 9,DJ Zapateado Master,SoundCloud Release / Bootleg,65,Quebradita,SoundCloud,0.723,0.916,3,-3.128,1,0.098,0.169,0.01836,0.237,0.848,234.4,215213,12,210,840,3.73,15260619,437987,2.87
sc_565774035305177265,Zapateado Quebradita - Dj Club Mix Vol 10,DJ Zapateado Master,SoundCloud Release / Bootleg,68,Quebradita,SoundCloud,0.746,0.969,5,-4.465,1,0.111,0.13,0.00952,0.178,0.844,263.5,359549,13,394,1579,3.63,60392683,2097261,3.47
sc_1266251756698483555,Banda Sinaloense Quebradita - Dj Club Mix Vol 1,DJ Banda Master,SoundCloud Release / Bootleg,77,Quebradita,SoundCloud,0.8,0.921,8,-3.238,1,0.105,0.043,0.04642,0.26,0.791,233.2,339299,12,329,1318,3.43,15230624,291305,1.91
sc_1266251756698483556,Banda Sinaloense Quebradita - Dj Club Mix Vol 2,DJ Banda Master,SoundCloud Release / Bootleg,79,Quebradita,SoundCloud,0.724,0.978,4,-3.846,0,0.101,0.054,0.02608,0.204,0.919,244.8,298368,10,304,1217,3.75,437771,12206,2.79
sc_1266251756698483557,Banda Sinaloense Quebradita - Dj Club Mix Vol 3,DJ Banda Master,SoundCloud Release / Bootleg,79,Quebradita,SoundCloud,0.733,0.88,4,-5.013,0,0.05,0.182,0.03641,0.332,0.75,237.8,279325,9,276,1107,3.57,59993154,2054448,3.42
sc_1266251756698483558,Banda Sinaloense Quebradita - Dj Club Mix Vol 4,DJ Banda Master,SoundCloud Release / Bootleg,73,Quebradita,SoundCloud,0.775,0.949,2,-3.153,1,0.111,0.207,0.03273,0.235,0.81,243.7,310361,13,315,1260,3.35,15423581,340664,2.21
sc_1266251756698483559,Banda Sinaloense Quebradita - Dj Club Mix Vol 5,DJ Banda Master,SoundCloud Release / Bootleg,76,Quebradita,SoundCloud,0.75,0.924,10,-2.91,0,0.106,0.049,0.02362,0.226,0.889,239.7,312315,10,311,1247,3.47,60497727,1610241,2.66
sc_1266251756698483560,Banda Sinaloense Quebradita - Dj Club Mix Vol 6,DJ Banda Master,SoundCloud Release / Bootleg,75,Quebradita,SoundCloud,0.812,0.897,6,-3.735,1,0.077,0.186,0.02796,0.324,0.914,239.9,316640,12,316,1266,3.45,15240194,458313,3.01
sc_1266251756698483561,Banda Sinaloense Quebradita - Dj Club Mix Vol 7,DJ Banda Master,SoundCloud Release / Bootleg,76,Quebradita,SoundCloud,0.708,0.949,0,-3.434,0,0.05,0.129,0.01953,0.213,0.72,240.2,312318,11,312,1250,3.27,390713,5726,1.47
sc_1266251756698483562,Banda Sinaloense Quebradita - Dj Club Mix Vol 8,DJ Banda Master,SoundCloud Release / Bootleg,80,Quebradita,SoundCloud,0.694,0.896,3,-3.398,1,0.058,0.17,0.02056,0.293,0.604,231.3,299387,13,288,1154,3.38,60130561,863542,1.44
sc_1266251756698483563,Banda Sinaloense Quebradita - Dj Club Mix Vol 9,DJ Banda Master,SoundCloud Release / Bootleg,80,Quebradita,SoundCloud,0.686,0.905,8,-3.655,0,0.083,0.189,0.04076,0.206,0.858,260.8,355536,12,386,1545,3.59,374872,9362,2.5
sc_1266251756698483564,Banda Sinaloense Quebradita - Dj Club Mix Vol 10,DJ Banda Master,SoundCloud Release / Bootleg,79,Quebradita,SoundCloud,0.766,0.955,3,-4.335,1,0.042,0.079,0.01571,0.141,0.662,240.9,240505,11,241,965,3.63,88202,1327,1.5
5PycBIeabfvX3n9ILG7Vrv,Propuesta Indecente,Romeo Santos,"Fórmula, Vol. 2 (Deluxe Edition)",0,Bachata,Spotify,0.794,0.605,3,-4.858,0,0.044,0.43,0.00433,0.145,0.895,126.9,225249,7,119,476,2.04,119950091,4641373,3.87
2swZ0X1njeU32SNJeBKIfW,Inmortal,Aventura,Utopia,0,Bachata,Spotify,0.816,0.634,2,-4.63,1,0.043,0.301,0.00667,0.149,0.824,125.3,215710,8,112,450,2.02,999338,31768,3.18
5GQIxPkd4OaLECpw8ZPZFm,Incondicional,Prince Royce,Phase II,0,Bachata,Spotify,0.816,0.634,2,-4.63,1,0.043,0.301,0.00667,0.149,0.824,125.3,215710,8,112,450,1.72,15032683,227412,1.51
3AtFytP0BAeQzVGmtNuFkd,Me Sobran Las Palabras,Zacarias Ferreira,Quédate Conmigo,0,Bachata,Spotify,0.794,0.605,3,-4.858,0,0.044,0.43,0.00433,0.145,0.895,126.9,225249,6,119,476,2.15,15377921,281704,1.83
1SNpWHwM3h9XvG34EHg8kZ,Si Pudiera,Zacarias Ferreira,Quiero Ser Tu Amor,0,Bachata,Spotify,0.816,0.634,2,-4.63,1,0.043,0.301,0.00667,0.149,0.824,125.3,215710,9,112,450,1.95,15193449,310431,2.04
1itsCwwxLuJj5IKTbkRmXv,Nade de Nada,Frank Reyes,Dejame Entrar En Ti,0,Bachata,Spotify,0.794,0.605,3,-4.858,0,0.044,0.43,0.00433,0.145,0.895,126.9,225249,7,119,476,1.77,14968294,333482,2.23
7BKHMJuES5tQRzgaDn5TnM,Me Dejaste Abandonado,Frank Reyes,Vine A Decirte Adios,0,Bachata,Spotify,0.816,0.634,2,-4.63,1,0.043,0.301,0.00667,0.149,0.824,125.3,215710,7,112,450,2.19,15040361,306466,2.04
329i927RgkHoLTSK6rRlDB,Monchy & Alexandra - Introduction Live,Monchy & Alexandra,En Vivo Desde Bellas Artes,0,Bachata,Spotify,0.816,0.634,2,-4.63,1,0.043,0.301,0.00667,0.149,0.824,125.3,215710,9,112,450,1.9,15057011,585517,3.89
2eMCoeD8MWC7sCTnMQTSkP,Si Tu Me Dejas,Luis Vargas,En Persona,0,Bachata,Spotify,0.794,0.605,3,-4.858,0,0.044,0.43,0.00433,0.145,0.895,126.9,225249,9,119,476,2.27,708513,27351,3.86
28y1hPwY2KStxcTLHgUR4s,Te Vas Amor,Anthony Santos,La Chupadera,0,Bachata,Spotify,0.816,0.634,2,-4.63,1,0.043,0.301,0.00667,0.149,0.824,125.3,215710,8,112,450,1.61,120467506,2575697,2.14
5aKtF99Easewgyk5JDuJAd,Esta Noche,Raulin Rodriguez,Escenas De Amor,0,Bachata,Spotify,0.816,0.634,2,-4.63,1,0.043,0.301,0.00667,0.149,0.824,125.3,215710,9,112,450,2.17,15259047,585903,3.84
6f0mjKCEXMn0et7DWMyMOr,La Bachata - Sensual Versión,DJC,La Bachata,0,Bachata,Spotify,0.808,0.684,5,-3.711,0,0.068,0.264,0.00851,0.101,0.827,129.1,186215,6,100,400,1.87,119956760,2474267,2.06
00Fp3Ytp0mNWkCN1tSkEch,BACHATA SENSUAL VOL 2,ImDjAngelo,BACHATA SENSUAL VOL 2,0,Bachata,Spotify,0.816,0.634,2,-4.63,1,0.043,0.301,0.00667,0.149,0.824,125.3,215710,8,112,450,2.28,120489154,2485655,2.06
3yEtuhGR8jOtusa29jWrhG,Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,Valio La Pena,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,9,149,596,2.83,8152854,341172,4.18
0qoQy26r8DWxTH5XWAmnc8,Periódico De Ayer,Héctor Lavoe,El Cantante De Los Cantantes,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,11,149,596,2.75,85026312,3698984,4.35
5iwgEFKEktjBBZV3C9TTZj,Idilio,Willie Colón,Hecho En Puerto Rico,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,12,152,609,2.62,300473351,10775942,3.59
54boAh4kcGhKk3A2lJoH4n,La Puerta,Gilberto Santa Rosa,Hablando Música: La Música de José Madera,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,9,149,596,2.48,85286351,3013830,3.53
2uzCfFYh6tSNFdz14ZIf3N,La Negra Tiene Tumbao,Celia Cruz,La Negra Tiene Tumbao,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,9,149,596,2.93,300436287,5682305,1.89
63knvuoSPpfzIwdDuWRSoV,Rie y Llora,Celia Cruz,Regalo Del Alma,0,Salsa,Spotify,0.756,0.897,0,-4.059,1,0.069,0.123,0.00029,0.086,0.589,170.0,215150,8,152,609,2.8,85124584,1799119,2.11
1A77GFUHMnQW1U6Z9pejg1,Es Mi Mujer,Tito Rojas,Pal Pueblo,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,12,149,596,2.48,7967934,125356,1.57
2KdNSa9hgTH75XIDOCvHkC,Yo Quisiera,Oscar D'León,Papachango,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,10,146,587,2.77,8400577,335112,3.99
5XveMgAM8Y52Hiq3wo7HI0,Que Se Sienta,Oscar D'León,Yo Soy,0,Salsa,Spotify,0.774,0.834,11,-4.427,1,0.076,0.051,0.00721,0.19,0.62,187.9,190494,11,149,596,2.79,347661,10875,3.13
0g9d2hcBECm8eOuxG9w5kH,Nuestro Sueño,Grupo Niche,The Best,0,Salsa,Spotify,0.711,0.874,0,-6.068,0,0.078,0.194,0.00188,0.074,0.622,188.0,187543,12,146,587,2.74,8079570,161628,2.0
